compagnie;nom;canal;etat_finder_actuel;ancienne_information_disponible;url_officielle;fait_officiel_trouve;preuve_raccordee;tarif_trouve;tarif_raccorde;classe_pre_lecture;categorie_inventaire;action
"airline_garuda_indonesia";"Garuda Indonesia";"cargo";"accepted_with_conditions";"éditorial « Via cargo » — International routes and larger animals via Garuda Indonesia Cargo (Air Waybill, CITES if needed).";"https://cargo.garuda-indonesia.com/Live-Animals";"« Garuda Indonesia Cargo service is ready to make your pets or live animals comfortable on the plane until they arrive at their destination. » (CargoWeb → Live Animals, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cargo (international / large): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_gulf_air";"Gulf Air";"cabin";"denied";"éditorial « Not allowed » — No dog or cat in the cabin, on any route, at any size. The ban comes from the conditions of carriage (art. 8.9.3), not from a case-by-case d";"https://www.gulfair.com/cargo";"« All live animals on Gulf Air travel as cargo. » (Falcon Cargo → Live Animals (AVI), en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin: Not available";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_gulf_air";"Gulf Air";"hold";"denied";"éditorial « Not allowed » — Pets don't travel as checked baggage either. You can't check your dog in with your suitcase — the hold is closed to animals under a passenge";"https://www.gulfair.com/cargo";"« All live animals on Gulf Air travel as cargo. » (Falcon Cargo → Live Animals (AVI), en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold: Not available";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_gulf_air";"Gulf Air";"cargo";"accepted_with_conditions";"éditorial « Only route » — Your dog flies as freight, under a master air waybill, on a booking separate from yours. You go through the cargo terminal, not the passenge";"https://www.gulfair.com/cargo";"« All live animals on Gulf Air travel as cargo. » (Falcon Cargo → Live Animals (AVI), en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cargo: Quote — no published rate";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_iberia";"Iberia";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs, cats & small pets ≤ 8 kg incl. carrier under the seat (max 45 × 35 × 25 cm). Bookable online at booking. | plafond hérité 8 kg (chien + contenant) | conditions héritées : Carrier ventilated and leak-proof, kept under the seat; not permitted next to an emergency exit.";"https://www.iberia.com/us/fly-with-iberia/pets/";"« Dogs, cats, ornamental fish, tortoises and birds may travel with you in the cabin if they do not exceed 8 kg in weight, including the pet carrier. » (Acceptance in the cabin, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fee hérité : from €40/$50 (Spain) to €180/$215 (America/Asia) per segment | fareList : Cabin — Spain: €40 | fareList : Cabin — Europe / N. Africa: €60 | fareList : Cabin — America / Asia: €180";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_iberia";"Iberia";"hold";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs (not snub-nosed or dangerous breeds) up to 45 kg incl. carrier; prior authorisation required, transit 90 min–4 h. | conditions héritées : Dogs and cats only, except snub-nosed and dangerous breeds; booked via Booking Offices and paid at the airport.";"https://www.iberia.com/us/fly-with-iberia/pets/";"« The Iberia Group allow cats and dogs to travel in the hold. » (Acceptance in hold, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (by weight & zone): €90–330";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_iberia";"Iberia";"cargo";"confirmation_required (official_source_unquoted)";"éditorial « Via agent » — Over 45 kg, restricted breeds, unaccompanied, or to/from the UK. Booked through a cargo agent. | conditions héritées : Via the partner Woof Airlines when the pet can't travel in the cabin or the hold.";"https://www.iberia.com/us/faqs/pets-carriage/";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_iberia_express";"Iberia Express";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs, cats, birds, fish & turtles ≤ 8 kg incl. carrier under the seat (max 45 × 35 × 25 cm); prior Booking Office authorisation.";"https://www.iberiaexpress.com/informacion-general/informacion-pasajero/antes-de-volar/mascotas";"« podrán ser aceptados para el transporte en cabina determinados animales domésticos » (Aceptación en cabina de pasajero, es, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — Spain: €40 | fareList : Cabin — Europe / N. Africa: €60 | fareList : Cabin — America / Asia: €180";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_iberia_express";"Iberia Express";"hold";"accepted_with_conditions";"éditorial « Allowed » — Live animals up to 45 kg incl. container; authorisation + 48 h notice; transit 90 min–4 h. Snub-nosed barred. | brachycéphales refusés (hérité)";"https://www.iberiaexpress.com/informacion-general/informacion-pasajero/antes-de-volar/mascotas";"« pueden ser aceptados como equipaje en bodega » (Aceptación en bodega, es, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (by zone): €100–360";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_iberia_express";"Iberia Express";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via agent » — Animals not accepted as cabin/hold pets, via the Cargo Department.";"https://www.iberiaexpress.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_icelandair";"Icelandair";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Service dogs only » — No pets are accepted in the cabin. Recognised service dogs (guide, hearing, diabetic-alert, mobility, autism) are welcome free of charge.";"https://www.icelandair.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_icelandair";"Icelandair";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Not accepted » — Since 1 November 2024, following fleet changes, animals are no longer carried in the hold on international flights. Pets remain allowed in t";"https://www.icelandair.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_icelandair";"Icelandair";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not offered » — Icelandair's passenger service offers no pet transport as cargo on international routes.";"https://www.icelandair.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_indigo";"IndiGo";"cabin";"denied";"éditorial « No pets » — IndiGo doesn't carry pets in the cabin — only trained service dogs.";"https://www.goindigo.in/information/how-to-book.html?loginPopup=true";"« does not permit the carriage of pets » (How to Book → Special Services → Can I carry my pet on board?, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_indigo";"IndiGo";"hold";"denied";"éditorial « Not carried » — Animals are listed as prohibited in checked baggage.";"https://www.goindigo.in/information/how-to-book.html?loginPopup=true";"« does not permit the carriage of pets or animals » (How to Book → Special Services → Can I carry my pet on board?, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_indigo";"IndiGo";"cargo";"denied";"éditorial « Not offered » — No official pet transport via IndiGo CarGo for passengers.";"https://www.goindigo.in/cargo/products-guidelines.html";"« No, IndiGo does not carry livestock » (Product Guidelines → Need help? Check FAQs → Can I transport my pet dog on CarGo?, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_ita_airways";"ITA Airways";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats (min. 3 months) in a soft carrier under the seat (max 55 × 40 × 23 cm); up to 12 kg on domestic flights, 8 kg elsewhere.";"https://www.ita-airways.com/us/en/book-and-prepare/other-requests/travelling-with-pets/pets-in-cabin.html";"« Please note that as of December 1, 2025, pet transport is permitted only for dogs and cats, both in the cabin (PETC) and in the hold (AVIH). » (Pets in cabin → Service overview, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — domestic: €73 | fareList : Cabin — Europe: €95 | fareList : Cabin — intercontinental: €210–230";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_ita_airways";"ITA Airways";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats up to 75 kg incl. carrier (AVIH) in a rigid crate. Snub-nosed breeds suspended from the hold since Oct 2025. | brachycéphales refusés (hérité)";"https://www.ita-airways.com/us/en/book-and-prepare/other-requests/travelling-with-pets/pets-in-cabin.html";"« Please note that as of December 1, 2025, pet transport is permitted only for dogs and cats, both in the cabin (PETC) and in the hold (AVIH). » (Pets in cabin → Service overview, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (domestic → intercont.): €83–330";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_ita_airways";"ITA Airways";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not offered » — ITA carries pets only in the cabin or hold — there's no separate pet cargo service.";"https://www.ita-airways.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_jal";"Japan Airlines (JAL)";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Not allowed » — Dogs & cats can't be carried in the cabin — only assistance dogs (plus tiny sealed-container creatures).";"https://www.jal.co.jp";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_jal";"Japan Airlines (JAL)";"hold";"accepted_with_conditions";"éditorial « Allowed » — Pets as checked baggage in the bulk hold (pet + crate ≤ 32 kg); min 8 weeks, rabies-vaccinated. travel crate (rental available).";"https://www.jal.co.jp/jp/en/inter/support/pet/";"« Pets can be checked in at the same check-in counter as their owners. » (Traveling with pets → How to transport your pet → Step 3, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — Japan domestic: ¥5,500–7,700 / crate";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_jal";"Japan Airlines (JAL)";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Unaccompanied pets or over 32 kg travel via JAL Cargo.";"https://www.jal.co.jp";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cargo (> 32 kg / unaccompanied): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_jetblue";"JetBlue";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Small dogs & cats only in an FAA carrier under the seat (max 43 × 32 × 21 cm); max 2 pets/traveler, 6/flight. Not in Mint.";"https://www.jetblue.com/help/traveling-with-pets";"« Only small dogs and cats may travel in the cabin in an FAA-approved pet carrier that fits comfortably under the seat in front of you. » (Traveling with Pets → Pet guidelines, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (small pet): $150 each way";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_jetblue";"JetBlue";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Not carried » — JetBlue doesn't transport pets in the hold.";"https://www.jetblue.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold / cargo: Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_jetblue";"JetBlue";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not offered » — No live-pet cargo service — cabin only.";"https://www.jetblue.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold / cargo: Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_kenya_airways";"Kenya Airways";"cabin";"denied";"éditorial « Forbidden » — No pet is accepted in the cabin, whatever its size or carrier. Only a certified assistance dog travels with you, and only on a direct flight";"https://www.kenya-airways.com/en-gb/plan/baggage-information/pet-carriage/";"« Live animals will not be accepted as checked-in Animal in Hold (AVIH) or Pet in Cabin (PETC) on Kenya Airways flights. » (Pet Carriage → opening policy statement, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_kenya_airways";"Kenya Airways";"hold";"denied";"éditorial « Not carried » — Kenya Airways carries no animal as checked baggage. There is no pet-in-hold product to book, at any price, on any route.";"https://www.kenya-airways.com/en-gb/plan/baggage-information/pet-carriage/";"« Live animals will not be accepted as checked-in Animal in Hold (AVIH) or Pet in Cabin (PETC) on Kenya Airways flights. » (Pet Carriage → opening policy statement, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_kenya_airways";"Kenya Airways";"cargo";"accepted_with_conditions";"éditorial « The only route » — The airline's own wording is that live animals shall be consigned as cargo only. The passenger pet page publishes no rate, crate standard or";"https://www.kenya-airways.com/en-gb/plan/baggage-information/pet-carriage/";"« Live animals shall be consigned as cargo only. » (Pet Carriage → opening policy statement, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cargo: Not published — quote from KQ Cargo";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_klm";"KLM Royal Dutch Airlines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — One cat or dog (≤ 8 kg incl. carrier) in a closed bag under the seat (max 46 × 28 × 24 cm); Economy or intra-Europe Business. | plafond hérité 8 kg (chien + contenant) | conditions héritées : One pet in Economy (or Business within Europe); stays in the kennel throughout; minimum 15 weeks old.";"https://www.klm.com/information/pets/reservation";"« Because they'll need to travel underneath the seat in front of you, the bag or kennel can weigh no more than 8 kg (17.6 lb), with your pet inside. » (Pets in the cabin, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fee hérité : €70 to €500 per one-way flight | fareList : Cabin (≤ 8 kg): €70–500";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_klm";"KLM Royal Dutch Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Larger pets (pet + kennel < 75 kg) in the hold; not on B787-9/-10, A321neo, German Airways or KLC flights over 2 h. | conditions héritées : Up to 3 pets; pet plus kennel max 75 kg; snub-nosed breeds not accepted; no pets to the UK.";"https://www.klm.com/information/pets/reservation";"« You can bring up to 3 pets in the hold. » (Pets in the hold, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fee hérité : €70 to €500 | fareList : Hold (< 75 kg): €70–500";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_klm";"KLM Royal Dutch Airlines";"cargo";"confirmation_required (official_source_unquoted)";"éditorial « On request » — When the transfer exceeds 3 h or the destination only allows pets as cargo. Via AF-KLM-Martinair Cargo. | conditions héritées : Via KLM Cargo for transfers over 3 h, snub-nosed pets, or countries that only allow pets as cargo.";"https://www.klm.com/information/pets/reservation";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cargo: Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_km_malta";"KM Malta Airlines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats up to 10 kg incl. a soft carrier (40 × 34 × 18 cm) under the seat. Min. 15 weeks old, 5 pets per flight. Book online or via +356";"https://kmmaltairlines.com/en/travelling-with-pets";"« Dogs and cats (up to 10kg) » (Travelling with Pets → Pets in Cabin, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (PETC) ≤ 10 kg: €85";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_km_malta";"KM Malta Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats up to 32 kg incl. a travel crate (max height 100 cm) in the hold. Register at least 5 working days ahead; 2 pets per sector.";"https://kmmaltairlines.com/en/travelling-with-pets";"« Dogs and cats weighing up to 32kg » (Travelling with Pets → Pet as Checked Baggage, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_km_malta";"KM Malta Airlines";"cargo";"accepted_with_conditions";"éditorial « Via agent » — For pets that don't qualify for cabin or checked baggage. Booked through the KM Malta Cargo department; drop-off/pick-up at the cargo centre";"https://kmmaltairlines.com/en/travelling-with-pets";"« booking your pet in the aircraft hold as Cargo » (Travelling with Pets → Pets as Cargo, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_korean_air";"Korean Air";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs, cats & birds (min 8 weeks) ≤ 7 kg incl. carrier under the seat (max 32 × 45 × 19 cm); one per passenger. | plafond hérité 7 kg (chien + contenant)";"https://www.koreanair.com/contents/plan-your-travel/special-assistance/travel-with-pets/guide?hl=en";"« 반려동물과 운송용기 합한 총 무게가 7kg 이하 » (Traveling with Pets → Transport restrictions → cabin pet conditions, ko, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (short → long-haul): $150–300";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_korean_air";"Korean Air";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats (min 16 weeks) up to 45 kg incl. carrier in a ventilated hold. Not on B737/A321 international or domestic Jun–Sep. | plafond hérité 45 kg (chien + contenant) | brachycéphales refusés (hérité)";"https://www.koreanair.com/contents/plan-your-travel/special-assistance/travel-with-pets/guide?hl=en";"« 반려동물과 운송용기 합한 총 무게가 45kg 이하 » (Traveling with Pets → Transport restrictions → checked-pet conditions, ko, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold ≤ 32 kg: $150–300 | fareList : Hold 33–45 kg: $300–600";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_korean_air";"Korean Air";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via agent » — Freighter live-animal service (KE routes) via a specialist, ~10–14 days ahead. Snub-nosed breeds barred.";"https://cargo.koreanair.com/en/products/Specialized/Live";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_la_compagnie";"La Compagnie";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs and cats under 8 kg (17.6 lb) container included, in a ventilated bag of 22 × 14 × 10 in / 55 × 35 × 25 cm — La Compagnie publishes bot | plafond hérité 8 kg (chien + contenant)";"https://www.lacompagnie.com/fr/plan/special-services";"« vos compagnons, jusqu’à 8kg, sac compris, (chiens et chats) » (Services optionnels → Animaux, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin, one-way: €200 | fareList : Cabin, return: €400";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_la_compagnie";"La Compagnie";"hold";"denied";"éditorial « Forbidden » — La Compagnie carries no animal in the hold. Its all-business A321neo fleet offers cabin carriage only, so anything over 8 kg or too big for ";"https://www.lacompagnie.com/fr/plan/special-services";"« Seul le transport en cabine est autorisé, le transport d’animaux en soute n’est pas proposé. » (Services optionnels → Animaux, fr, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_la_compagnie";"La Compagnie";"cargo";"aucune politique";"—";"https://www.lacompagnie.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"aucune ancienne information";"D";"chercher une page officielle actuelle (Codex) ; sinon inconnue nommée"
"airline_latam";"LATAM";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Small dog or cat in a carrier under the seat (max 40 × 28 × 25 cm); Economy/Premium Economy only. Min 16 weeks (6 months to the US).";"https://www.latamairlines.com/ca/en/help-center/faq/pets/transport/airplaine-flight";"« Depending on the size, weight and other considerations, your pet can travel with you in the cabin (Economy or Premium Economy), or in the aircraft hold. » (Can I travel with my pet on the plane? → opening policy statement, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (regional → long-haul): $45–250";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_latam";"LATAM";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dog or cat in a rigid kennel; up to 45 kg on wide-bodies, 23–32 kg on single-aisle by flight length. Book ≤ 48 h before. | brachycéphales refusés (hérité)";"https://www.latamairlines.com/ca/en/help-center/faq/pets/transport/airplaine-flight";"« If your dog or cat exceeds the maximum size or weight allowed to travel in the cabin, it can travel in the hold, as long as the conditions and requirements are met. » (Can I travel with my pet on the plane? → In the hold, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (0–45 kg, by zone): $50–300";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_latam";"LATAM";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via agent » — Over hold limits or dangerous (non-brachy) breeds. International via an IPATA cargo agency; domestic via the Contact Center.";"https://www.latamairlines.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : LATAM Cargo: Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_lot";"LOT Polish Airlines";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Dog, cat or ferret ≤ 8 kg incl. carrier under the seat (max 55 × 40 × 20 cm; smaller on Embraer); one per passenger. | plafond hérité 8 kg (base non qualifiée)";"https://www.lot.com/";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin (≤ 8 kg): €65–100";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_lot";"LOT Polish Airlines";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Dogs, cats & ferrets over 8 kg in a travel crate in a temperature-adjusted hold; one adult per crate. Snub-nosed barred. | brachycéphales refusés (hérité)";"https://www.lot.com/";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold (> 8 kg): €150–290";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_lot";"LOT Polish Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via agent » — Other species, and routes requiring cargo (UK, UAE), via a forwarding company.";"https://www.lot.com/";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
